CENTROID_LATITUDE,CENTROID_LONGITUDE,YEAR,EVENTS
37.8742,44.7003,2021,128
37.8742,44.7003,2022,184
37.8742,44.7003,2023,135
37.8742,44.7003,2024,84
37.8742,44.7003,2025,73
37.8852,36.8854,2020,5
37.8852,36.8854,2021,13
37.8852,36.8854,2022,10
37.8852,36.8854,2023,30
37.8852,36.8854,2024,29
37.8852,36.8854,2025,8
37.9278,42.0911,2020,56
37.9278,42.0911,2021,43
37.9278,42.0911,2022,41
37.9278,42.0911,2023,41
37.9278,42.0911,2024,87
37.9278,42.0911,2025,30
37.9293,30.8094,2020,8
37.9293,30.8094,2022,3
37.9293,30.8094,2023,6
37.9293,30.8094,2024,10
37.9293,30.8094,2025,3
38.0226,41.3125,2020,74
38.0226,41.3125,2021,86
38.0226,41.3125,2022,108
38.0226,41.3125,2023,106
38.0226,41.3125,2024,200
38.0226,41.3125,2025,109
38.0284,32.412,2020,24
38.0284,32.412,2021,36
38.0284,32.412,2022,26
38.0284,32.412,2023,25
38.0284,32.412,2024,43
38.0284,32.412,2025,23
38.0858,46.6924,2020,83
38.0858,46.6924,2021,152
38.0858,46.6924,2022,152
38.0858,46.6924,2023,108
38.0858,46.6924,2024,116
38.0858,46.6924,2025,123
38.1105,40.2245,2020,626
38.1105,40.2245,2021,327
38.1105,40.2245,2022,487
38.1105,40.2245,2023,275
38.1105,40.2245,2024,407
38.1105,40.2245,2025,223
38.4066,47.9857,2020,18
38.4066,47.9857,2021,46
38.4066,47.9857,2022,53
38.4066,47.9857,2023,94
38.4066,47.9857,2024,58
38.4066,47.9857,2025,32
38.4969,42.2274,2020,98
38.4969,42.2274,2021,81
38.4969,42.2274,2022,32
38.4969,42.2274,2023,49
38.4969,42.2274,2024,58
38.4969,42.2274,2025,10
38.5057,35.9186,2020,8
38.5057,35.9186,2021,14
38.5057,35.9186,2022,10
38.5057,35.9186,2023,49
38.5057,35.9186,2024,57
38.5057,35.9186,2025,42
38.5104,37.8439,2020,12
38.5104,37.8439,2021,17
38.5104,37.8439,2022,24
38.5104,37.8439,2023,29
38.5104,37.8439,2024,44
38.5104,37.8439,2025,48
38.5127,33.8656,2020,1
38.5127,33.8656,2021,3
38.5127,33.8656,2022,4
38.5127,33.8656,2023,5
38.5127,33.8656,2024,3
38.5127,33.8656,2025,5
38.5248,30.6111,2020,9
38.5248,30.6111,2021,14
38.5248,30.6111,2022,5
38.5248,30.6111,2023,10
38.5248,30.6111,2024,14
38.5248,30.6111,2025,9
38.5455,43.5949,2020,197
38.5455,43.5949,2021,184
38.5455,43.5949,2022,236
38.5455,43.5949,2023,147
38.5455,43.5949,2024,215
38.5455,43.5949,2025,154
38.5491,29.3243,2020,2
38.5491,29.3243,2021,8
38.5491,29.3243,2022,7
38.5491,29.3243,2023,15
38.5491,29.3243,2024,11
38.5491,29.3243,2025,6
38.5994,27.042,2020,270
38.5994,27.042,2021,451
38.5994,27.042,2022,667
38.5994,27.042,2023,668
38.5994,27.042,2024,684
38.5994,27.042,2025,568
38.7101,39.3439,2020,13
38.7101,39.3439,2021,9
38.7101,39.3439,2022,20
38.7101,39.3439,2023,19
38.7101,39.3439,2024,42
38.7101,39.3439,2025,30
38.7462,28.0939,2020,36
38.7462,28.0939,2021,46
38.7462,28.0939,2022,37
38.7462,28.0939,2023,37
38.7462,28.0939,2024,60
38.7462,28.0939,2025,25
38.8286,34.6035,2020,4
38.8286,34.6035,2021,3
38.8286,34.6035,2022,2
38.8286,34.6035,2023,8
38.8286,34.6035,2024,9
38.8286,34.6035,2025,5
39.009,41.9466,2020,25
39.009,41.9466,2021,59
39.009,41.9466,2022,65
39.009,41.9466,2023,58
39.009,41.9466,2024,51
39.009,41.9466,2025,13
39.0247,40.718,2020,20
39.0247,40.718,2021,27
39.0247,40.718,2022,23
39.0247,40.718,2023,26
39.0247,40.718,2024,36
39.0247,40.718,2025,10
39.1892,39.347,2020,79
39.1892,39.347,2021,102
39.1892,39.347,2022,124
39.1892,39.347,2023,75
39.1892,39.347,2024,96
39.1892,39.347,2025,76
39.3091,34.0422,2020,3
39.3091,34.0422,2021,2
39.3091,34.0422,2022,4
39.3091,34.0422,2023,14
39.3091,34.0422,2024,6
39.3091,34.0422,2025,7
39.3321,29.606,2020,4
39.3321,29.606,2021,5
39.3321,29.606,2022,8
39.3321,29.606,2023,22
39.3321,29.606,2024,23
39.3321,29.606,2025,7
39.466,43.4673,2020,41
39.466,43.4673,2021,39
39.466,43.4673,2022,40
39.466,43.4673,2023,47
39.466,43.4673,2024,50
39.466,43.4673,2025,19
39.5452,39.043,2020,4
39.5452,39.043,2021,6
39.5452,39.043,2022,4
39.5452,39.043,2023,19
39.5452,39.043,2024,13
39.5452,39.043,2025,14
39.5473,37.2125,2020,5
39.5473,37.2125,2021,10
39.5473,37.2125,2022,12
39.5473,37.2125,2023,20
39.5473,37.2125,2024,27
39.5473,37.2125,2025,24
39.6143,31.0627,2020,15
39.6143,31.0627,2021,32
39.6143,31.0627,2022,64
39.6143,31.0627,2023,89
39.6143,31.0627,2024,90
39.6143,31.0627,2025,106
39.6218,35.2999,2020,2
39.6218,35.2999,2021,1
39.6218,35.2999,2022,2
39.6218,35.2999,2023,4
39.6218,35.2999,2024,9
39.6218,35.2999,2025,10
39.7073,32.5011,2020,440
39.7073,32.5011,2021,249
39.7073,32.5011,2022,522
39.7073,32.5011,2023,451
39.7073,32.5011,2024,617
39.7073,32.5011,2025,502
39.8038,27.9824,2020,39
39.8038,27.9824,2021,44
39.8038,27.9824,2022,31
39.8038,27.9824,2023,88
39.8038,27.9824,2024,98
39.8038,27.9824,2025,64
39.8662,33.6922,2020,4
39.8662,33.6922,2021,6
39.8662,33.6922,2022,6
39.8662,33.6922,2023,5
39.8662,33.6922,2024,7
39.8662,33.6922,2025,4
39.8813,43.9762,2020,15
39.8813,43.9762,2021,11
39.8813,43.9762,2022,7
39.8813,43.9762,2023,13
39.8813,43.9762,2024,29
39.8813,43.9762,2025,10
39.9635,26.8428,2020,21
39.9635,26.8428,2021,27
39.9635,26.8428,2022,34
39.9635,26.8428,2023,143
39.9635,26.8428,2024,100
39.9635,26.8428,2025,40
40.0725,41.4751,2020,10
40.0725,41.4751,2021,7
40.0725,41.4751,2022,9
40.0725,41.4751,2023,29
40.0725,41.4751,2024,83
40.0725,41.4751,2025,24
40.1017,28.9389,2020,56
40.1017,28.9389,2021,82
40.1017,28.9389,2022,79
40.1017,28.9389,2023,130
40.1017,28.9389,2024,163
40.1017,28.9389,2025,110
40.1112,30.1285,2020,5
40.1112,30.1285,2021,4
40.1112,30.1285,2022,7
40.1112,30.1285,2023,18
40.1112,30.1285,2024,11
40.1112,30.1285,2025,3
40.2477,40.2223,2020,2
40.2477,40.2223,2021,4
40.2477,40.2223,2023,3
40.2477,40.2223,2024,10
40.2477,40.2223,2025,4
40.3376,39.4286,2021,2
40.3376,39.4286,2022,2
40.3376,39.4286,2023,7
40.3376,39.4286,2024,10
40.3376,39.4286,2025,3
40.4006,36.6865,2020,2
40.4006,36.6865,2021,5
40.4006,36.6865,2022,3
40.4006,36.6865,2023,6
40.4006,36.6865,2024,12
40.4006,36.6865,2025,10
40.5157,43.0403,2020,15
40.5157,43.0403,2021,4
40.5157,43.0403,2022,9
40.5157,43.0403,2023,18
40.5157,43.0403,2024,32
40.5157,43.0403,2025,14
40.5664,38.4409,2020,3
40.5664,38.4409,2021,9
40.5664,38.4409,2022,14
40.5664,38.4409,2023,8
40.5664,38.4409,2024,22
40.5664,38.4409,2025,14
40.5731,31.59,2020,3
40.5731,31.59,2021,14
40.5731,31.59,2022,11
40.5731,31.59,2023,12
40.5731,31.59,2024,21
40.5731,31.59,2025,20
40.5992,29.2123,2020,2
40.5992,29.2123,2021,4
40.5992,29.2123,2022,3
40.5992,29.2123,2023,13
40.5992,29.2123,2024,12
40.5992,29.2123,2025,2
40.646,34.7294,2020,10
40.646,34.7294,2021,8
40.646,34.7294,2022,2
40.646,34.7294,2023,22
40.646,34.7294,2024,23
40.646,34.7294,2025,20
40.6554,35.8544,2020,9
40.6554,35.8544,2021,6
40.6554,35.8544,2022,4
40.6554,35.8544,2023,11
40.6554,35.8544,2024,21
40.6554,35.8544,2025,16
40.6726,33.4398,2020,1
40.6726,33.4398,2022,1
40.6726,33.4398,2023,6
40.6726,33.4398,2024,6
40.6726,33.4398,2025,3
40.7353,30.5722,2020,24
40.7353,30.5722,2021,33
40.7353,30.5722,2022,21
40.7353,30.5722,2023,22
40.7353,30.5722,2024,36
40.7353,30.5722,2025,15
40.738,37.411,2020,11
40.738,37.411,2021,13
40.738,37.411,2022,9
40.738,37.411,2023,18
40.738,37.411,2024,26
40.738,37.411,2025,20
40.8094,39.7814,2020,1
40.8094,39.7814,2021,13
40.8094,39.7814,2022,22
40.8094,39.7814,2023,31
40.8094,39.7814,2024,44
40.8094,39.7814,2025,27
40.8687,31.2116,2020,2
40.8687,31.2116,2021,11
40.8687,31.2116,2022,7
40.8687,31.2116,2023,19
40.8687,31.2116,2024,19
40.8687,31.2116,2025,8
40.8691,29.8208,2020,66
40.8691,29.8208,2021,79
40.8691,29.8208,2022,82
40.8691,29.8208,2023,128
40.8691,29.8208,2024,131
40.8691,29.8208,2025,120
40.9104,40.817,2020,4
40.9104,40.817,2021,32
40.9104,40.817,2022,21
40.9104,40.817,2023,17
40.9104,40.817,2024,23
40.9104,40.817,2025,20
41.0385,41.8484,2020,3
41.0385,41.8484,2021,20
41.0385,41.8484,2022,13
41.0385,41.8484,2023,20
41.0385,41.8484,2024,33
41.0385,41.8484,2025,43
41.0734,27.3901,2020,31
41.0734,27.3901,2021,47
41.0734,27.3901,2022,26
41.0734,27.3901,2023,29
41.0734,27.3901,2024,31
41.0734,27.3901,2025,25
41.1153,42.9326,2020,2
41.1153,42.9326,2021,5
41.1153,42.9326,2022,4
41.1153,42.9326,2023,9
41.1153,42.9326,2024,5
41.2036,32.5224,2020,4
41.2036,32.5224,2021,3
41.2036,32.5224,2022,4
41.2036,32.5224,2023,11
41.2036,32.5224,2024,13
41.2036,32.5224,2025,4
41.2707,28.4707,2020,848
41.2707,28.4707,2021,1024
41.2707,28.4707,2022,1028
41.2707,28.4707,2023,1105
41.2707,28.4707,2024,1138
41.2707,28.4707,2025,758
41.2783,35.8756,2020,16
41.2783,35.8756,2021,35
41.2783,35.8756,2022,32
41.2783,35.8756,2023,74
41.2783,35.8756,2024,60
41.2783,35.8756,2025,68
41.2961,26.6957,2020,14
41.2961,26.6957,2021,15
41.2961,26.6957,2022,24
41.2961,26.6957,2023,63
41.2961,26.6957,2024,59
41.2961,26.6957,2025,25
41.2978,31.8293,2020,5
41.2978,31.8293,2021,12
41.2978,31.8293,2022,3
41.2978,31.8293,2023,16
41.2978,31.8293,2024,31
41.2978,31.8293,2025,20
41.4214,33.7891,2020,1
41.4214,33.7891,2021,4
41.4214,33.7891,2022,6
41.4214,33.7891,2023,14
41.4214,33.7891,2024,6
41.4214,33.7891,2025,2
41.571,32.4886,2021,2
41.571,32.4886,2022,6
41.571,32.4886,2023,9
41.571,32.4886,2024,9
41.571,32.4886,2025,1
41.6486,34.992,2020,4
41.6486,34.992,2021,2
41.6486,34.992,2022,9
41.6486,34.992,2023,6
41.6486,34.992,2024,6
41.6486,34.992,2025,15
41.6597,27.5054,2020,7
41.6597,27.5054,2021,16
41.6597,27.5054,2022,35
41.6597,27.5054,2023,57
41.6597,27.5054,2024,24
41.6597,27.5054,2025,5
41.7313,28.1176,2022,1
